,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
7711,4.0,5.0,4.0,6.0,5.0,5.0,7.0,4.0
7712,7.0,6.0,7.0,6.0,5.0,6.0,7.0,6.0
7713,7.0,8.0,6.0,6.0,5.0,7.0,6.0,6.0
7714,5.0,5.0,4.0,4.0,7.0,3.0,5.0,5.0
7715,6.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0
7716,5.0,6.0,4.0,5.0,6.0,5.0,5.0,7.0
7717,7.0,6.0,7.0,7.0,4.0,5.0,7.0,6.0
7718,8.0,8.0,7.0,4.0,4.0,7.0,6.0,8.0
7719,6.0,5.0,6.0,7.0,5.0,6.0,7.0,6.0
7720,5.0,6.0,5.0,5.0,6.0,5.0,5.0,8.0
7721,5.0,4.0,5.0,6.0,4.0,4.0,5.0,6.0
7722,5.0,7.0,5.0,4.0,8.0,4.0,5.0,5.0
7723,4.0,5.0,5.0,5.0,5.0,7.0,6.0,5.0
7724,6.0,7.0,6.0,5.0,5.0,5.0,7.0,7.0
7725,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0
7726,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0
7727,6.0,6.0,6.0,6.0,5.0,7.0,4.0,5.0
7728,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0
7729,6.0,7.0,8.0,6.0,5.0,7.0,6.0,6.0
7730,7.0,6.0,4.0,5.0,6.0,6.0,6.0,7.0
7731,5.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0
7732,4.0,5.0,5.0,8.0,5.0,6.0,4.0,4.0
7733,6.0,5.0,6.0,6.0,4.0,6.0,6.0,7.0
7734,6.0,6.0,6.0,5.0,7.0,6.0,4.0,5.0
7735,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0
7736,7.0,7.0,5.0,5.0,6.0,5.0,5.0,4.0
7737,6.0,7.0,6.0,5.0,7.0,6.0,7.0,5.0
7738,5.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0
7739,7.0,7.0,6.0,7.0,5.0,5.0,6.0,6.0
7740,5.0,6.0,5.0,6.0,5.0,6.0,4.0,7.0
7741,6.0,5.0,5.0,6.0,5.0,5.0,5.0,7.0
7742,4.0,3.0,6.0,6.0,7.0,4.0,4.0,5.0
7743,6.0,5.0,6.0,7.0,4.0,7.0,7.0,6.0
7744,7.0,7.0,7.0,6.0,4.0,7.0,7.0,6.0
7745,6.0,6.0,5.0,5.0,7.0,4.0,7.0,5.0
7746,5.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0
7747,5.0,6.0,6.0,7.0,3.0,7.0,7.0,6.0
7748,5.0,5.0,4.0,8.0,3.0,8.0,7.0,5.0
7749,4.0,4.0,4.0,5.0,5.0,5.0,7.0,3.0
7750,5.0,5.0,5.0,5.0,5.0,7.0,7.0,5.0
7751,5.0,7.0,6.0,7.0,5.0,6.0,7.0,8.0
7752,6.0,6.0,6.0,7.0,5.0,6.0,5.0,7.0
7753,5.0,5.0,6.0,4.0,7.0,4.0,4.0,5.0
7754,7.0,7.0,7.0,6.0,4.0,6.0,7.0,7.0
7755,4.0,5.0,4.0,6.0,5.0,4.0,5.0,7.0
7756,5.0,6.0,6.0,4.0,6.0,5.0,4.0,6.0
7757,6.0,5.0,7.0,5.0,6.0,6.0,5.0,5.0
7758,6.0,6.0,7.0,6.0,4.0,5.0,5.0,6.0
7759,4.0,3.0,4.0,5.0,8.0,3.0,6.0,5.0
7760,7.0,6.0,7.0,6.0,5.0,7.0,6.0,8.0
7761,4.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0
7762,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0
7763,4.0,5.0,4.0,5.0,5.0,5.0,7.0,6.0
7764,6.0,6.0,6.0,6.0,7.0,6.0,5.0,7.0
7765,5.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0
7766,4.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0
7767,6.0,7.0,7.0,5.0,6.0,7.0,5.0,6.0
7768,7.0,7.0,6.0,5.0,5.0,5.0,6.0,6.0
7769,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0
7770,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
7771,5.0,4.0,4.0,7.0,5.0,5.0,6.0,5.0
7772,4.0,3.0,4.0,7.0,4.0,6.0,5.0,6.0
7773,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
7774,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0
7775,5.0,3.0,4.0,6.0,4.0,4.0,4.0,6.0
7776,5.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0
7777,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0
7778,5.0,5.0,6.0,6.0,6.0,7.0,5.0,5.0
7779,6.0,5.0,6.0,4.0,6.0,5.0,6.0,6.0
7780,8.0,8.0,6.0,4.0,5.0,5.0,6.0,6.0
7781,4.0,4.0,5.0,5.0,5.0,3.0,6.0,5.0
7782,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0
7783,7.0,7.0,6.0,5.0,5.0,6.0,6.0,5.0
7784,7.0,6.0,6.0,5.0,7.0,6.0,5.0,5.0
7785,5.0,4.0,5.0,6.0,4.0,5.0,7.0,6.0
7786,6.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0
7787,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0
7788,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0
7789,5.0,5.0,6.0,6.0,5.0,6.0,5.0,7.0
7790,5.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0
7791,5.0,5.0,4.0,7.0,5.0,7.0,5.0,5.0
7792,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0
7793,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0
7794,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0
7795,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0
7796,5.0,4.0,5.0,6.0,3.0,5.0,7.0,6.0
7797,6.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0
7798,6.0,7.0,6.0,5.0,5.0,5.0,6.0,4.0
7799,6.0,6.0,6.0,5.0,4.0,5.0,6.0,5.0
7800,7.0,6.0,7.0,5.0,6.0,7.0,6.0,7.0
7801,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0
7802,5.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0
7803,4.0,5.0,5.0,6.0,7.0,6.0,3.0,5.0
7804,5.0,5.0,5.0,7.0,7.0,5.0,3.0,6.0
7805,7.0,6.0,7.0,5.0,5.0,6.0,6.0,7.0
7806,7.0,6.0,8.0,4.0,8.0,6.0,5.0,4.0
7807,6.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0
7808,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0
7809,5.0,5.0,5.0,4.0,7.0,4.0,5.0,5.0
7810,4.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0
7811,7.0,6.0,7.0,4.0,6.0,6.0,5.0,7.0
7812,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0
7813,4.0,5.0,5.0,6.0,5.0,4.0,4.0,6.0
7814,4.0,4.0,4.0,5.0,5.0,4.0,6.0,5.0
7815,6.0,6.0,6.0,6.0,5.0,6.0,5.0,7.0
7816,6.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0
7817,5.0,5.0,6.0,7.0,5.0,5.0,7.0,6.0
7818,5.0,5.0,6.0,6.0,5.0,5.0,7.0,6.0
7819,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0
7820,6.0,4.0,5.0,6.0,5.0,8.0,6.0,6.0
7821,5.0,6.0,7.0,5.0,6.0,5.0,4.0,5.0
7822,7.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0
7823,6.0,5.0,6.0,6.0,4.0,5.0,6.0,7.0
7824,6.0,6.0,5.0,5.0,4.0,6.0,5.0,6.0
7825,4.0,4.0,4.0,3.0,7.0,4.0,3.0,5.0
7826,5.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0
7827,6.0,6.0,5.0,6.0,5.0,7.0,6.0,5.0
7828,6.0,4.0,5.0,4.0,7.0,4.0,6.0,3.0
7829,4.0,4.0,4.0,5.0,6.0,5.0,5.0,4.0
7830,5.0,4.0,4.0,6.0,5.0,6.0,7.0,4.0
7831,6.0,5.0,5.0,6.0,5.0,6.0,8.0,6.0
7832,4.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0
7833,7.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0
7834,7.0,6.0,5.0,6.0,5.0,7.0,5.0,5.0
7835,5.0,5.0,5.0,7.0,5.0,6.0,7.0,5.0
7836,5.0,6.0,5.0,7.0,3.0,7.0,7.0,5.0
7837,7.0,7.0,6.0,7.0,6.0,7.0,4.0,6.0
7838,7.0,7.0,5.0,5.0,7.0,6.0,6.0,5.0
7839,7.0,8.0,6.0,6.0,7.0,5.0,5.0,8.0
7840,4.0,3.0,5.0,6.0,8.0,5.0,3.0,4.0
7841,5.0,4.0,3.0,6.0,6.0,5.0,5.0,5.0
7842,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0
7843,6.0,6.0,7.0,5.0,7.0,3.0,2.0,5.0
7844,5.0,6.0,6.0,7.0,5.0,6.0,6.0,6.0
7845,4.0,4.0,5.0,6.0,6.0,4.0,4.0,3.0
7846,5.0,4.0,5.0,4.0,5.0,6.0,5.0,4.0
7847,5.0,4.0,6.0,6.0,6.0,7.0,6.0,5.0
7848,5.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0
7849,7.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0
7850,6.0,5.0,7.0,7.0,7.0,5.0,7.0,5.0
7851,6.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0
7852,6.0,5.0,6.0,6.0,3.0,5.0,6.0,7.0
7853,6.0,6.0,6.0,3.0,7.0,4.0,3.0,4.0
7854,5.0,5.0,5.0,6.0,5.0,6.0,7.0,5.0
7855,6.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0
7856,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0
7857,5.0,7.0,6.0,5.0,7.0,6.0,5.0,5.0
7858,7.0,7.0,8.0,4.0,8.0,6.0,6.0,6.0
7859,7.0,8.0,6.0,6.0,5.0,6.0,7.0,5.0
7860,8.0,8.0,7.0,6.0,5.0,7.0,6.0,5.0
7861,4.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0
7862,6.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0
7863,5.0,6.0,5.0,3.0,7.0,4.0,4.0,3.0
7864,7.0,6.0,7.0,5.0,4.0,7.0,7.0,5.0
7865,5.0,4.0,4.0,3.0,7.0,5.0,5.0,6.0
7866,5.0,6.0,4.0,3.0,7.0,5.0,6.0,6.0
7867,5.0,6.0,5.0,5.0,5.0,7.0,8.0,5.0
7868,7.0,6.0,6.0,4.0,6.0,7.0,6.0,6.0
7869,5.0,4.0,6.0,6.0,4.0,5.0,6.0,4.0
7870,6.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0
7871,5.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0
7872,5.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0
7873,6.0,6.0,7.0,6.0,6.0,4.0,5.0,5.0
7874,5.0,5.0,5.0,4.0,5.0,4.0,5.0,6.0
7875,5.0,5.0,5.0,6.0,6.0,5.0,7.0,7.0
7876,6.0,6.0,6.0,5.0,8.0,5.0,6.0,4.0
7877,5.0,4.0,4.0,8.0,5.0,7.0,6.0,6.0
7878,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0
7879,4.0,5.0,4.0,6.0,5.0,5.0,4.0,7.0
7880,5.0,4.0,5.0,6.0,7.0,5.0,4.0,4.0
7881,4.0,5.0,4.0,4.0,8.0,4.0,3.0,5.0
7882,4.0,5.0,6.0,4.0,7.0,5.0,6.0,5.0
7883,6.0,7.0,6.0,7.0,4.0,6.0,6.0,8.0
7884,5.0,5.0,5.0,7.0,5.0,6.0,7.0,4.0
7885,4.0,5.0,4.0,6.0,5.0,5.0,6.0,5.0
7886,4.0,4.0,6.0,5.0,6.0,5.0,4.0,5.0
7887,4.0,5.0,4.0,4.0,6.0,5.0,5.0,5.0
7888,6.0,5.0,5.0,4.0,5.0,7.0,6.0,6.0
7889,7.0,5.0,6.0,6.0,4.0,6.0,6.0,7.0
7890,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0
7891,7.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0
7892,5.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0
7893,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0
7894,5.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0
7895,4.0,5.0,5.0,6.0,6.0,4.0,6.0,3.0
7896,3.0,3.0,5.0,6.0,6.0,6.0,4.0,5.0
7897,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0
7898,5.0,5.0,5.0,6.0,4.0,6.0,7.0,5.0
7899,5.0,4.0,6.0,4.0,6.0,6.0,5.0,4.0
7900,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0
7901,7.0,6.0,8.0,6.0,5.0,7.0,6.0,7.0
7902,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0
7903,6.0,6.0,5.0,4.0,7.0,5.0,5.0,5.0
7904,4.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0
7905,6.0,5.0,7.0,7.0,7.0,5.0,4.0,5.0
7906,5.0,5.0,4.0,6.0,6.0,6.0,5.0,4.0
7907,6.0,7.0,7.0,7.0,6.0,8.0,6.0,6.0
7908,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0
7909,5.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0
7910,3.0,5.0,5.0,7.0,6.0,6.0,5.0,5.0
7911,7.0,7.0,7.0,5.0,8.0,6.0,7.0,5.0
7912,3.0,4.0,3.0,5.0,5.0,5.0,6.0,3.0
7913,4.0,4.0,4.0,6.0,5.0,6.0,6.0,7.0
7914,6.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0
7915,8.0,7.0,7.0,7.0,5.0,7.0,6.0,7.0
7916,4.0,4.0,4.0,6.0,6.0,4.0,5.0,5.0
7917,4.0,4.0,4.0,5.0,6.0,3.0,3.0,4.0
7918,5.0,5.0,5.0,5.0,6.0,4.0,4.0,4.0
7919,6.0,6.0,7.0,6.0,4.0,7.0,7.0,7.0
7920,5.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0
7921,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0
7922,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0
7923,7.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0
7924,8.0,7.0,6.0,5.0,5.0,5.0,4.0,6.0
7925,6.0,7.0,7.0,5.0,5.0,7.0,5.0,4.0
7926,6.0,6.0,6.0,3.0,7.0,5.0,5.0,8.0
7927,5.0,5.0,5.0,5.0,7.0,4.0,5.0,5.0
7928,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0
7929,7.0,6.0,6.0,8.0,5.0,6.0,6.0,6.0
7930,6.0,6.0,5.0,7.0,5.0,6.0,6.0,6.0
7931,5.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0
7932,4.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0
7933,5.0,6.0,6.0,4.0,5.0,7.0,6.0,4.0
7934,5.0,5.0,6.0,5.0,6.0,4.0,7.0,6.0
7935,6.0,6.0,6.0,5.0,6.0,6.0,6.0,8.0
7936,6.0,7.0,5.0,4.0,6.0,5.0,4.0,6.0
7937,6.0,5.0,6.0,6.0,5.0,5.0,6.0,7.0
7938,8.0,8.0,6.0,7.0,3.0,5.0,7.0,7.0
7939,6.0,5.0,6.0,6.0,7.0,6.0,7.0,4.0
7940,7.0,7.0,6.0,5.0,6.0,7.0,6.0,6.0
7941,6.0,6.0,7.0,6.0,6.0,4.0,6.0,5.0
7942,5.0,5.0,6.0,7.0,4.0,6.0,6.0,6.0
7943,5.0,5.0,6.0,5.0,5.0,4.0,4.0,6.0
7944,5.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0
7945,6.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0
7946,6.0,6.0,6.0,6.0,4.0,6.0,7.0,4.0
7947,7.0,7.0,7.0,5.0,7.0,6.0,6.0,6.0
7948,6.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0
7949,6.0,6.0,5.0,5.0,8.0,5.0,5.0,5.0
7950,6.0,6.0,5.0,3.0,6.0,4.0,6.0,5.0
7951,4.0,3.0,5.0,5.0,8.0,4.0,5.0,4.0
7952,5.0,6.0,7.0,6.0,5.0,4.0,5.0,5.0
7953,5.0,4.0,4.0,6.0,5.0,5.0,6.0,5.0
7954,5.0,6.0,4.0,6.0,5.0,6.0,6.0,5.0
7955,6.0,6.0,5.0,4.0,7.0,6.0,5.0,6.0
7956,7.0,7.0,7.0,6.0,4.0,6.0,6.0,6.0
7957,5.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0
7958,6.0,5.0,5.0,4.0,7.0,5.0,5.0,3.0
7959,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0
7960,7.0,6.0,6.0,8.0,3.0,7.0,6.0,7.0
7961,7.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0
7962,7.0,6.0,7.0,5.0,6.0,6.0,6.0,6.0
7963,8.0,7.0,7.0,4.0,6.0,6.0,6.0,7.0
7964,6.0,7.0,6.0,5.0,5.0,6.0,5.0,7.0
7965,5.0,4.0,4.0,6.0,5.0,4.0,5.0,4.0
7966,5.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0
7967,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0
7968,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0
7969,5.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0
7970,6.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0
7971,5.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0
7972,7.0,7.0,7.0,6.0,5.0,7.0,7.0,6.0
7973,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0
7974,6.0,5.0,6.0,5.0,8.0,4.0,5.0,5.0
7975,5.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0
7976,4.0,4.0,6.0,4.0,7.0,3.0,4.0,3.0
7977,5.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0
7978,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0
7979,6.0,6.0,5.0,7.0,4.0,6.0,7.0,6.0
7980,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0
7981,4.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0
7982,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0
7983,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0
7984,3.0,4.0,3.0,6.0,5.0,4.0,5.0,4.0
7985,6.0,7.0,5.0,4.0,7.0,7.0,6.0,6.0
7986,6.0,6.0,7.0,7.0,4.0,8.0,6.0,4.0
7987,6.0,6.0,6.0,6.0,5.0,8.0,8.0,5.0
7988,7.0,7.0,5.0,5.0,6.0,5.0,5.0,6.0
7989,7.0,7.0,8.0,6.0,6.0,6.0,6.0,7.0
7990,6.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0
7991,7.0,6.0,5.0,4.0,6.0,5.0,6.0,6.0
7992,5.0,5.0,5.0,5.0,7.0,4.0,3.0,4.0
7993,6.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0
7994,5.0,5.0,5.0,6.0,4.0,6.0,8.0,6.0
7995,5.0,5.0,5.0,4.0,7.0,4.0,6.0,5.0
7996,6.0,6.0,7.0,3.0,7.0,5.0,4.0,5.0
7997,5.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0
7998,8.0,7.0,7.0,7.0,5.0,7.0,6.0,5.0
7999,6.0,6.0,6.0,5.0,6.0,6.0,4.0,6.0
8000,7.0,7.0,6.0,5.0,6.0,4.0,6.0,5.0
8001,6.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0
8002,4.0,4.0,4.0,5.0,7.0,4.0,4.0,4.0
8003,6.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0
8004,3.0,3.0,5.0,5.0,7.0,3.0,4.0,4.0
8005,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
8006,6.0,7.0,5.0,8.0,3.0,7.0,7.0,7.0
8007,6.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0
8008,7.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0
8009,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0
8010,5.0,5.0,6.0,5.0,6.0,4.0,5.0,8.0
8011,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0
8012,7.0,7.0,5.0,5.0,7.0,6.0,6.0,6.0
8013,6.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0
8014,6.0,6.0,6.0,7.0,5.0,5.0,6.0,5.0
8015,6.0,6.0,7.0,5.0,5.0,5.0,6.0,5.0
8016,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0
8017,5.0,6.0,7.0,6.0,5.0,6.0,6.0,5.0
8018,7.0,6.0,8.0,4.0,7.0,6.0,6.0,6.0
8019,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0
8020,6.0,6.0,8.0,5.0,5.0,6.0,7.0,6.0
8021,5.0,6.0,8.0,5.0,5.0,7.0,6.0,5.0
8022,7.0,7.0,7.0,5.0,4.0,7.0,8.0,6.0
8023,6.0,5.0,5.0,4.0,5.0,6.0,5.0,4.0
8024,6.0,6.0,6.0,6.0,5.0,5.0,6.0,7.0
8025,5.0,6.0,5.0,6.0,3.0,6.0,7.0,7.0
8026,5.0,5.0,7.0,6.0,5.0,7.0,6.0,6.0
8027,6.0,6.0,7.0,5.0,6.0,8.0,7.0,6.0
8028,6.0,7.0,6.0,6.0,4.0,7.0,6.0,5.0
8029,6.0,5.0,5.0,7.0,7.0,5.0,5.0,7.0
8030,7.0,7.0,6.0,5.0,6.0,8.0,6.0,7.0
8031,6.0,5.0,5.0,7.0,3.0,6.0,5.0,7.0
8032,5.0,5.0,6.0,5.0,5.0,7.0,7.0,5.0
8033,4.0,6.0,4.0,7.0,3.0,6.0,5.0,5.0
8034,6.0,6.0,4.0,5.0,6.0,6.0,5.0,7.0
8035,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0
8036,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0
8037,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0
8038,6.0,6.0,4.0,6.0,4.0,6.0,7.0,7.0
8039,6.0,6.0,6.0,7.0,4.0,5.0,6.0,6.0
8040,6.0,6.0,5.0,3.0,8.0,4.0,4.0,4.0
8041,5.0,6.0,7.0,6.0,6.0,4.0,3.0,4.0
8042,5.0,5.0,4.0,5.0,7.0,4.0,5.0,6.0
8043,6.0,7.0,5.0,6.0,6.0,5.0,4.0,5.0
8044,6.0,7.0,6.0,4.0,7.0,4.0,5.0,6.0
8045,5.0,4.0,5.0,5.0,5.0,6.0,4.0,6.0
8046,6.0,6.0,5.0,6.0,6.0,5.0,6.0,7.0
8047,6.0,5.0,5.0,7.0,5.0,5.0,7.0,7.0
8048,5.0,5.0,4.0,6.0,5.0,6.0,5.0,7.0
8049,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0
8050,6.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0
8051,7.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0
8052,5.0,4.0,5.0,5.0,5.0,6.0,6.0,7.0
8053,7.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0
8054,5.0,4.0,6.0,7.0,7.0,5.0,5.0,5.0
8055,4.0,4.0,4.0,3.0,6.0,4.0,4.0,5.0
8056,6.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0
8057,8.0,7.0,7.0,5.0,5.0,7.0,6.0,6.0
8058,5.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0
8059,6.0,6.0,5.0,4.0,6.0,4.0,5.0,5.0
8060,7.0,7.0,5.0,4.0,7.0,5.0,5.0,5.0
8061,5.0,4.0,6.0,4.0,5.0,4.0,6.0,6.0
8062,7.0,7.0,6.0,5.0,7.0,6.0,5.0,5.0
8063,6.0,7.0,7.0,7.0,6.0,7.0,5.0,6.0
8064,4.0,4.0,4.0,7.0,5.0,6.0,4.0,5.0
8065,4.0,4.0,5.0,4.0,4.0,6.0,7.0,6.0
8066,6.0,6.0,6.0,5.0,5.0,8.0,6.0,6.0
8067,4.0,4.0,4.0,6.0,3.0,6.0,6.0,5.0
8068,5.0,5.0,5.0,4.0,6.0,4.0,3.0,4.0
8069,6.0,6.0,6.0,6.0,5.0,6.0,8.0,6.0
8070,5.0,4.0,6.0,6.0,5.0,4.0,8.0,3.0
8071,5.0,4.0,4.0,4.0,6.0,4.0,4.0,6.0
8072,4.0,4.0,3.0,5.0,6.0,5.0,5.0,4.0
8073,4.0,4.0,5.0,3.0,7.0,4.0,3.0,7.0
8074,5.0,5.0,5.0,6.0,5.0,4.0,5.0,5.0
8075,7.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0
8076,7.0,6.0,7.0,8.0,6.0,6.0,7.0,5.0
8077,5.0,6.0,6.0,5.0,7.0,5.0,5.0,6.0
8078,4.0,4.0,5.0,6.0,4.0,6.0,7.0,6.0
8079,5.0,5.0,5.0,4.0,6.0,4.0,5.0,5.0
8080,5.0,5.0,5.0,7.0,5.0,5.0,6.0,5.0
8081,5.0,5.0,5.0,6.0,5.0,6.0,7.0,5.0
8082,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0
8083,7.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0
8084,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0
8085,5.0,6.0,6.0,7.0,5.0,6.0,5.0,4.0
8086,6.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0
8087,5.0,5.0,6.0,5.0,6.0,4.0,5.0,5.0
8088,7.0,8.0,6.0,5.0,6.0,6.0,7.0,6.0
8089,6.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0
8090,5.0,5.0,6.0,7.0,4.0,5.0,5.0,4.0
8091,6.0,7.0,7.0,4.0,4.0,6.0,6.0,7.0
8092,5.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0
8093,5.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0
8094,5.0,6.0,6.0,3.0,8.0,5.0,4.0,5.0
8095,5.0,4.0,5.0,6.0,4.0,6.0,6.0,6.0
8096,5.0,4.0,6.0,6.0,5.0,4.0,6.0,5.0
8097,3.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0
8098,5.0,6.0,4.0,4.0,7.0,4.0,5.0,6.0
8099,5.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0
8100,4.0,4.0,5.0,6.0,2.0,5.0,6.0,7.0
8101,6.0,5.0,5.0,5.0,7.0,6.0,6.0,5.0
8102,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0
8103,5.0,6.0,4.0,6.0,6.0,6.0,5.0,4.0
8104,5.0,6.0,7.0,6.0,4.0,7.0,5.0,5.0
8105,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0
8106,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0
8107,6.0,4.0,6.0,7.0,5.0,5.0,6.0,5.0
8108,6.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0
8109,6.0,6.0,5.0,4.0,8.0,5.0,5.0,5.0
